Cas20713,X,Y,Xc,Yc,Height,Area,Width,Phi,Ax,BG,I,Frame,Length,Link,Valid,Z,Zc
0,108.57312614295,205.337047975952,108.57312614295,205.337047975952,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,135.207956701609,163.498065941845,135.207956701609,163.498065941845,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,236.006240477641,220.989655680212,236.006240477641,220.989655680212,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,29.4986130940516,193.113010621576,29.4986130940516,193.113010621576,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,47.5986146224148,198.224275745318,47.5986146224148,198.224275745318,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,125.825617154261,101.97076512407,125.825617154261,101.97076512407,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,79.0279677840695,153.648016932541,79.0279677840695,153.648016932541,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,62.4943832820288,33.3065129763043,62.4943832820288,33.3065129763043,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,212.474041959265,27.5569314867546,212.474041959265,27.5569314867546,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,39.3849278654042,49.5832842589783,39.3849278654042,49.5832842589783,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,217.683120077045,99.3077976125841,217.683120077045,99.3077976125841,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,214.791015089243,64.8073211733961,214.791015089243,64.8073211733961,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,239.241855727348,36.7950790404399,239.241855727348,36.7950790404399,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,94.6040381674371,32.665448944002,94.6040381674371,32.665448944002,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,153.017311647082,76.1065245490883,153.017311647082,76.1065245490883,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,105.580957533937,247.998547693774,105.580957533937,247.998547693774,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,129.022487516965,168.483688017845,129.022487516965,168.483688017845,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,90.7773522207236,93.5709667301055,90.7773522207236,93.5709667301055,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,8.39775318397648,197.393727252565,8.39775318397648,197.393727252565,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,167.726066748524,45.2965113360573,167.726066748524,45.2965113360573,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,111.363962788462,172.037774819071,111.363962788462,172.037774819071,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,206.134192724847,104.866636051355,206.134192724847,104.866636051355,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,19.7989521444212,33.90958657936,19.7989521444212,33.90958657936,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,169.272890851195,79.0959050472948,169.272890851195,79.0959050472948,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,162.776467758749,39.2787762475697,162.776467758749,39.2787762475697,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,170.217412577989,47.2566913975889,170.217412577989,47.2566913975889,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,34.377762368863,157.018410070617,34.377762368863,157.018410070617,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,40.9498709984952,216.200386343689,40.9498709984952,216.200386343689,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,73.4579619356794,200.81689756281,73.4579619356794,200.81689756281,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,75.4727176389281,155.536714182651,75.4727176389281,155.536714182651,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,47.181469831086,118.920803115658,47.181469831086,118.920803115658,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,54.6304987666208,150.803329068111,54.6304987666208,150.803329068111,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,67.6158807655381,152.885700722126,67.6158807655381,152.885700722126,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,191.475351357466,109.24742762369,191.475351357466,109.24742762369,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,134.350608360949,143.330563913785,134.350608360949,143.330563913785,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,34.4183783193067,52.6883861802109,34.4183783193067,52.6883861802109,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,44.453460822825,74.4578636237203,44.453460822825,74.4578636237203,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,221.616439584067,192.138258529728,221.616439584067,192.138258529728,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,197.068317999633,199.493730661003,197.068317999633,199.493730661003,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,245.109251464199,216.999111281739,245.109251464199,216.999111281739,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,34.7663260890657,82.7604175786915,34.7663260890657,82.7604175786915,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,38.5992187879663,72.2799315755671,38.5992187879663,72.2799315755671,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,218.711371378665,113.479376339778,218.711371378665,113.479376339778,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,13.9903812001982,100.664231320744,13.9903812001982,100.664231320744,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,195.609180204616,208.62675955636,195.609180204616,208.62675955636,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,182.030566143196,92.3133783801587,182.030566143196,92.3133783801587,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,129.677100166355,31.8723050162833,129.677100166355,31.8723050162833,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,76.7514782365605,197.941972340244,76.7514782365605,197.941972340244,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,59.105764772075,227.042744300462,59.105764772075,227.042744300462,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,83.6620112621738,171.370986355912,83.6620112621738,171.370986355912,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,124.814372414626,146.640383003047,124.814372414626,146.640383003047,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,243.296844997566,78.3182920510027,243.296844997566,78.3182920510027,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,241.357772215903,72.8121552065045,241.357772215903,72.8121552065045,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,190.70405810597,110.959475053925,190.70405810597,110.959475053925,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,13.8972171889745,139.369888398575,13.8972171889745,139.369888398575,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,217.196666496749,103.897862648358,217.196666496749,103.897862648358,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,193.829342546955,17.1880731834524,193.829342546955,17.1880731834524,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,31.2854783205226,138.084308867001,31.2854783205226,138.084308867001,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,32.3507719441771,26.6076542078429,32.3507719441771,26.6076542078429,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,79.2154062225,202.822327027464,79.2154062225,202.822327027464,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,56.1560429202103,243.34229385662,56.1560429202103,243.34229385662,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,220.809920864708,244.692745313642,220.809920864708,244.692745313642,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,103.014818055492,90.2147141999163,103.014818055492,90.2147141999163,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,233.853541202489,29.1700314186056,233.853541202489,29.1700314186056,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,38.168237123918,103.783013178737,38.168237123918,103.783013178737,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,133.700219833736,179.952633851314,133.700219833736,179.952633851314,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,195.822922802277,180.773507360726,195.822922802277,180.773507360726,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,57.7186891968656,150.16289961088,57.7186891968656,150.16289961088,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,123.106745219614,118.149217978623,123.106745219614,118.149217978623,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,20.4031539992535,240.65995389221,20.4031539992535,240.65995389221,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,75.3244821708997,159.18379351586,75.3244821708997,159.18379351586,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,244.774605615115,170.205924707361,244.774605615115,170.205924707361,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,159.89951210539,28.9548629093541,159.89951210539,28.9548629093541,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,59.627056339627,125.901920873397,59.627056339627,125.901920873397,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,50.2389039327201,168.442822102057,50.2389039327201,168.442822102057,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,62.3299411604951,211.835081913551,62.3299411604951,211.835081913551,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,10.3509750753983,95.2841145481308,10.3509750753983,95.2841145481308,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,171.017461211549,57.4198835826908,171.017461211549,57.4198835826908,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,88.9504116902797,128.128441962648,88.9504116902797,128.128441962648,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,83.9786080006162,237.891698788409,83.9786080006162,237.891698788409,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,61.7250866358102,14.554551769437,61.7250866358102,14.554551769437,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,238.153842714119,97.2281045971636,238.153842714119,97.2281045971636,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,15.8821749296712,155.522009351017,15.8821749296712,155.522009351017,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,195.41498180115,158.590378293779,195.41498180115,158.590378293779,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,75.2183781179389,90.661381814229,75.2183781179389,90.661381814229,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,85.7883277710968,113.754559780083,85.7883277710968,113.754559780083,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,115.024125045111,138.251937645678,115.024125045111,138.251937645678,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,165.767007398599,44.4887466182701,165.767007398599,44.4887466182701,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,217.195526546768,47.2761123245819,217.195526546768,47.2761123245819,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,250.881052193858,18.3031422283922,250.881052193858,18.3031422283922,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,107.444719326151,148.645316640371,107.444719326151,148.645316640371,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,134.995056163384,62.6801209228872,134.995056163384,62.6801209228872,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,209.505720148382,139.647278978369,209.505720148382,139.647278978369,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,80.0078735547596,192.466133801712,80.0078735547596,192.466133801712,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,133.640896584218,132.407302574808,133.640896584218,132.407302574808,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,126.452307073478,106.321384765002,126.452307073478,106.321384765002,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,215.594201169065,135.910513292681,215.594201169065,135.910513292681,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,114.149601701205,168.656377402197,114.149601701205,168.656377402197,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,169.626390445849,138.928021308612,169.626390445849,138.928021308612,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,67.8283842165636,80.1547550937237,67.8283842165636,80.1547550937237,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,46.2353237745628,133.946156460955,46.2353237745628,133.946156460955,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,211.408732945196,65.82629108144,211.408732945196,65.82629108144,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,110.762610023058,42.2283075796688,110.762610023058,42.2283075796688,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,48.4931780674738,36.8148425392946,48.4931780674738,36.8148425392946,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,225.294416076369,122.533490069472,225.294416076369,122.533490069472,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,143.017493985722,220.299641150953,143.017493985722,220.299641150953,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,215.657672480338,40.861837267205,215.657672480338,40.861837267205,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,240.570930647484,17.0680485753926,240.570930647484,17.0680485753926,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,134.992196856634,137.954514645241,134.992196856634,137.954514645241,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,43.9706418464832,168.691118146368,43.9706418464832,168.691118146368,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,23.8915074856668,119.519654724048,23.8915074856668,119.519654724048,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,190.532519866319,231.715896066508,190.532519866319,231.715896066508,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,213.861165731756,238.559594988706,213.861165731756,238.559594988706,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,38.3547966989615,98.5356318670187,38.3547966989615,98.5356318670187,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,12.6507065423196,42.2489547126411,12.6507065423196,42.2489547126411,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,76.4622702329183,44.0269385824659,76.4622702329183,44.0269385824659,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,110.633627206837,171.976903194889,110.633627206837,171.976903194889,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,201.095971123166,126.197890379477,201.095971123166,126.197890379477,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,15.5948087566135,70.5486353680872,15.5948087566135,70.5486353680872,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,23.9601731607463,216.445422075179,23.9601731607463,216.445422075179,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,81.2953905791608,27.6016717804799,81.2953905791608,27.6016717804799,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,105.858756645614,25.9722617829013,105.858756645614,25.9722617829013,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,78.7135864607008,174.408189253304,78.7135864607008,174.408189253304,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,60.6299984545753,53.9023738033088,60.6299984545753,53.9023738033088,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,207.030850470482,60.4283647368314,207.030850470482,60.4283647368314,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,86.3594771210681,230.523477699463,86.3594771210681,230.523477699463,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,76.6702969904883,39.4762737110497,76.6702969904883,39.4762737110497,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,194.653806071341,34.8064078381274,194.653806071341,34.8064078381274,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,214.369524940954,244.127688396888,214.369524940954,244.127688396888,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,190.666045399521,36.5774791914976,190.666045399521,36.5774791914976,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,160.11936022714,65.2156705681546,160.11936022714,65.2156705681546,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,220.744552953422,55.0530943792989,220.744552953422,55.0530943792989,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,92.7417317193164,90.4714620706864,92.7417317193164,90.4714620706864,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,91.9561078365929,182.128519150893,91.9561078365929,182.128519150893,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,215.499168368339,71.1486717373286,215.499168368339,71.1486717373286,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,156.192892309366,124.672106176142,156.192892309366,124.672106176142,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,229.042872132226,69.8891956520491,229.042872132226,69.8891956520491,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,190.605992363315,129.86474106646,190.605992363315,129.86474106646,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,13.956018916698,202.915654194522,13.956018916698,202.915654194522,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,183.327505857312,31.6472610393335,183.327505857312,31.6472610393335,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,183.278471724352,47.3867973512354,183.278471724352,47.3867973512354,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,211.364607330938,178.175727012689,211.364607330938,178.175727012689,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,218.231044300408,64.6673786828205,218.231044300408,64.6673786828205,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,196.332043931284,34.9859802272844,196.332043931284,34.9859802272844,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,210.658821704707,67.8564166467712,210.658821704707,67.8564166467712,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,20.1688812773578,133.167560545443,20.1688812773578,133.167560545443,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,28.1661566982718,141.136859617948,28.1661566982718,141.136859617948,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,6.72893889264915,172.623171956206,6.72893889264915,172.623171956206,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,14.9973424970966,170.224513143387,14.9973424970966,170.224513143387,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,69.6136796775381,98.4017512903996,69.6136796775381,98.4017512903996,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,59.0623848702523,150.285194048329,59.0623848702523,150.285194048329,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,223.306707648648,72.5505419205397,223.306707648648,72.5505419205397,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,208.052314570303,199.919731725816,208.052314570303,199.919731725816,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,47.1957279689325,128.484977849513,47.1957279689325,128.484977849513,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,106.335203178745,179.079893379827,106.335203178745,179.079893379827,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,148.765150075404,24.3710917142246,148.765150075404,24.3710917142246,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,230.714455970033,225.961055183408,230.714455970033,225.961055183408,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,219.387305307951,212.328348584406,219.387305307951,212.328348584406,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,239.970774102138,232.345984457934,239.970774102138,232.345984457934,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,16.719323745692,109.940089256159,16.719323745692,109.940089256159,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,140.57378321797,108.355107361251,140.57378321797,108.355107361251,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,182.175334210923,184.246493680889,182.175334210923,184.246493680889,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,126.819337578619,63.3037110652824,126.819337578619,63.3037110652824,1000,10000,320,0,1,0,1,1,1,0,1,0,0
0,156.94054436551,106.734525673574,156.94054436551,106.734525673574,1000,10000,320,0,1,0,1,1,1,0,1,0,0
